citing_ref,non_segment_ref,num_segments,num_dicta_candidates,candidate_ref,citation_is_section_level,dicta_score,phrase_distance,candidate_text_words,confirm_method,confirmed
"Likkutei Torah, Vaetchanan 4:13",Leviticus 6:1-8:36,97,7,Leviticus 6:2,False,1.5,14,24,llm,no
Rashi on Numbers 12:14:1,Bava Kamma 25a,14,3,Bava Kamma 25a:3,True,19.0,2,42,high_score,yes
Rashi on Deuteronomy 32:24:3,Job 5,27,1,Job 5:7,True,4.0,3,6,llm,yes
"Bach, Yoreh De'ah 30:1:1",Kol Bo,5007,1,Kol Bo 101:171,False,13.0,210,80,llm,yes
Rashba on Nedarim 46b:4,Ketubot 59b,13,2,Ketubot 59b:2,True,15.0,286,34,llm,yes
"Sefer HeArukh, Letter Peh 198",Niddah 13,49,2,Niddah 13b:23,True,17.0,2,30,high_score,yes
Rashash on Mishnah Megillah 1:8:1,Eruvin 13,38,2,Eruvin 13a:16,True,2.2,108,24,llm,yes
"Meshekh Chokhmah, Emor 107",Jerusalem Talmud Shabbat 1:3,11,1,Jerusalem Talmud Shabbat 1:3:10,True,17.0,2,59,high_score,yes
Notes by Rabbi Yehoshua Hartman on Netzach Yisrael 17:74,Eruvin 53a,24,12,Eruvin 53a:20,True,18.0,128,23,llm,yes
"Torah Temimah on Torah, Genesis 37:2:1",Sotah 36b,23,4,Sotah 36b:16,True,14.0,533,43,llm,yes
Tosafot on Bava Kamma 90a:2:1,Ketubot 59b,13,2,Ketubot 59b:4,True,2.9,6,22,llm,yes
"Har HaMoriyah on Mishneh Torah, Sacrifices Rendered Unfit 15:10:1",Chullin 39b,20,1,Chullin 39b:2,True,2.3,38,34,llm,yes
"HaHalakhah; Kochah VeTafkidah, II; Halakhah and Reality 72",Avodah Zarah 7a,11,10,Avodah Zarah 7a:10,True,14.0,10,50,high_score,yes
"Derekh Mitzvotekha, To not kindle fire 2",Chagigah 13b,14,5,Chagigah 13b:14,True,5.0,19,59,llm,yes
Sheyarei Korban on Jerusalem Talmud Kiddushin 1:2:31:1,Kiddushin 14,34,2,Kiddushin 14b:10,True,4.0,8,37,llm,yes
"Darkhei Moshe, Yoreh De'ah 368:2:1",Berakhot 10b,41,1,Berakhot 10b:8,True,6.0,2,29,llm,yes
Tosafot on Gittin 59b:15:1,Megillah 28a,25,2,Megillah 28a:1,True,4.0,47,10,llm,no
Sheyarei Korban on Jerusalem Talmud Kiddushin 1:2:31:1,Kiddushin 22,33,4,Kiddushin 22b:4,True,5.0,265,45,llm,yes
Rash MiShantz on Mishnah Kelim 7:3:1,Shabbat 38b,12,1,Shabbat 38b:9,True,6.0,53,47,llm,yes
"Haggahot Imrei Barukh on Shulchan Arukh, Choshen Mishpat 116:2",Rosh on Sanhedrin,115,3,Rosh on Sanhedrin 3:27:1,False,12.0,489,381,llm,yes
"Haggahot Imrei Barukh on Shulchan Arukh, Choshen Mishpat 116:2",Tosafot on Sanhedrin,645,3,Tosafot on Sanhedrin 29b:11:1,False,23.0,448,205,llm,yes
"Otzar Midrashim, The Ten Martyrs, Midrash on the Ten Martyrs (Version 2) 10",Midrash Mishlei 9,4,1,Midrash Mishlei 9:1,True,6.0,78,603,llm,yes
"Ohr HaTzafun, Shemot, XIX 25",Sanhedrin 20,36,7,Sanhedrin 20a:5,True,38.0,3,44,high_score,yes
"Haggahot Imrei Barukh on Shulchan Arukh, Choshen Mishpat 116:2",Tosafot on Bava Metzia,1113,3,Tosafot on Bava Metzia 14a:6:1,False,17.0,328,181,llm,yes
Shoel uMeshiv Mahadura II 1:44:4,Sanhedrin 81,34,2,Sanhedrin 81a:10,True,9.0,257,44,llm,yes
Shoel uMeshiv Mahadura II 1:44:4,Bava Batra 21b,12,2,Bava Batra 21b:4,True,12.0,15,25,high_score,yes
Teshuvot HaRosh 35:4:3,Bava Kamma 55,36,2,Bava Kamma 55b:19,True,6.0,2,37,llm,yes
Shoel uMeshiv Mahadura II 1:44:4,Tosafot on Bava Metzia,1113,2,Tosafot on Bava Metzia 2a:8:1,False,17.0,11,28,high_score,yes
Rif Bava Batra 78a:5,Ran on Nedarim 27,18,2,Ran on Nedarim 27b:8:1,False,6.0,102,62,llm,yes
"Otzar Midrashim, The Ten Martyrs, Midrash on the Ten Martyrs (Version 2) 10",Deuteronomy 33,29,1,Deuteronomy 33:21,True,5.0,147,16,llm,yes
Mishnat Eretz Yisrael on Mishnah Menachot 3:4:8,Shabbat 54b,21,15,Shabbat 54b:18,True,5.0,151,33,llm,yes
Mishnat Eretz Yisrael on Mishnah Menachot 3:4:8,Berakhot 28a,19,14,Berakhot 28a:1,True,10.0,183,49,llm,yes
Ohr LaYesharim on Jerusalem Talmud Berakhot 4:1:7,Bereshit Rabbah,1037,6,Bereshit Rabbah 68:9,False,14.0,249,324,llm,yes
Shoel uMeshiv Mahadura II 1:44:4,Bava Metzia 118,36,9,Bava Metzia 118a:18,True,2.6,52,37,llm,yes
Shoel uMeshiv Mahadura II 1:44:4,Bava Batra 21,25,2,Bava Batra 21b:9,True,2.3,98,36,llm,yes
Teshuvot HaRosh 35:4:3,Nedarim 91,15,2,Nedarim 91b:5,True,7.0,16,17,llm,yes
Ohr LaYesharim on Jerusalem Talmud Berakhot 4:1:7,Bereshit Rabbah,1037,5,Bereshit Rabbah 68:9,False,6.0,371,324,llm,yes
Steinsaltz on Gittin 78a:14,Gittin 32a:3-48b:5,521,1,Gittin 34a:3,False,4.0,25,33,llm,no
Reshimot Shiurim on Yevamot 31b:26,Bava Batra 167b,16,2,Bava Batra 167b:3,True,8.0,26,11,high_score,yes
"Sources and References on Likkutei Torah, Shir HaShirim 39:29",Menachot 29b,17,1,Menachot 29b:7,True,2.1,11,47,llm,yes
"Beit Meir on Shulchan Arukh, Even HaEzer 6:10",Rosh on Ketubot 2,40,1,Rosh on Ketubot 2:9:1,False,25.0,17,320,high_score,yes
"Mishpetei Uziel, Volume II, Yoreh De'ah 19:26",Avodah Zarah 6,34,6,Avodah Zarah 6b:2,True,4.0,2,18,llm,yes
"Kessef Mishneh on Mishneh Torah, Kings and Wars 3:1:1",Sanhedrin 21b,25,4,Sanhedrin 21b:20,True,23.0,118,25,llm,yes
"Peninei Halakhah, Family 4:13:5",Berakhot 17a,17,1,Berakhot 17a:13,True,10.0,70,20,llm,yes
Mordechai on Bava Batra 3:13,Bava Batra 40,14,1,Bava Batra 40a:1,True,4.0,12,12,llm,yes
"Ein Yaakov, Yevamot 2:4",Deuteronomy 25,19,5,Deuteronomy 25:6,True,5.0,3,11,llm,yes
Chiddushei HaRa'ah on Berakhot 44a:13,Tosafot on Berakhot 45a,9,2,Tosafot on Berakhot 45a:2:1,False,6.0,34,57,llm,yes
"Beit Meir on Shulchan Arukh, Even HaEzer 6:10",Sanhedrin 44b,14,1,Sanhedrin 44b:13,True,4.0,15,25,llm,yes
"Chizkuni, Genesis 19:17:3",Genesis 1:1-6:8,146,8,Genesis 2:17,False,7.0,73,13,llm,yes
Tosefta Kifshutah on Pesachim 8:7:5,Jerusalem Talmud Pesachim 9:3,5,1,Jerusalem Talmud Pesachim 9:3:4,True,9.0,36,61,high_score,yes
Arukh LaNer on Sanhedrin 62b:1,Keritot 4a,33,18,Keritot 4a:3,True,4.0,2,26,llm,yes
"Beit Yosef, Choshen Mishpat 87:10:1",Bava Kamma 107b,13,1,Bava Kamma 107b:2,True,4.0,6,23,llm,no
Rashi on Leviticus 4:6:1,Yoma 57a,15,1,Yoma 57a:9,True,7.0,2,24,llm,yes
Machshavot Charutz 15:9,Avodah Zarah 5a,22,2,Avodah Zarah 5a:6,True,4.0,21,31,llm,yes
"Birkat Asher on Torah, Leviticus 1:1:1",Leviticus,859,1,Leviticus 10:4,False,1.5,116,18,llm,no
"Menorat HaMaor, x; On Marriage, Honoring a wife 4",Bava Metzia 21a:7-33b:6,436,1,Bava Metzia 28b:2,False,4.0,25,46,llm,no
Reshimot Shiurim on Shevuot 19b:4,Rashi on Shevuot 20,35,3,Rashi on Shevuot 20a:5:2,False,14.0,18,25,high_score,yes
"Beit Yosef, Yoreh De'ah 246:28:1",Kiddushin 40b,14,2,Kiddushin 40b:8,True,9.0,104,40,llm,yes
Meiri on Kiddushin 45b:3,Halakhot Gedolot,843,1,Halakhot Gedolot 18:12,False,5.0,447,906,llm,no
Mishnat Eretz Yisrael on Mishnah Oholot 2:3:22,Sifrei Zuta,726,1,Sifrei Zuta 19:14:1,False,15.0,10,130,high_score,yes
"Mechokekei Yehudah; Karnei Ohr, Genesis 23:11:1",Avodah Zarah 18a,16,1,Avodah Zarah 18a:12,True,4.0,2,44,llm,yes
"Mechokekei Yehudah; Karnei Ohr, Genesis 23:11:1",Menachot 65b,13,1,Menachot 65b:1,True,2.5,3,28,llm,yes
Beur HaGra on Sifra DeTzniuta 1:2,Sefer Yetzirah,48,1,Sefer Yetzirah 1:1,False,6.0,15,34,llm,yes
"Yismach Moshe, Nasso 11:6",Pesachim 56a,13,6,Pesachim 56a:7,True,10.0,30,70,high_score,yes
"Toldot Yaakov Yosef, Noach 46",Genesis 6:9-11:32,153,3,Genesis 6:14,False,9.0,2,12,high_score,yes
"Sefer HaBachur, First Treatise 11:6",Proverbs 10,32,1,Proverbs 10:22,True,2.1,60,7,llm,yes
Melekhet Shelomoh on Mishnah Beitzah 5:1:1,Mishnah Peah 4,11,1,Mishnah Peah 4:10,True,4.0,9,47,llm,yes
Melekhet Shelomoh on Mishnah Beitzah 5:1:1,Mishnah Kelim 13,8,1,Mishnah Kelim 13:1,True,5.0,1,33,llm,yes
"Yismach Moshe, Nasso 11:6",Chullin 91b,18,23,Chullin 91b:15,True,28.0,139,52,llm,yes
"Sefer HeArukh, Letter Daled 8",Sanhedrin 90,40,2,Sanhedrin 90b:11,True,3.2,55,41,llm,yes
Likutei Moharan 30:5:4,Deuteronomy 16,22,2,Deuteronomy 16:16,True,8.0,26,21,high_score,yes
"Ohr HaTzafun, Shemot, I 2",Bava Metzia 85,38,1,Bava Metzia 85a:7,True,5.0,37,33,llm,yes
"Yismach Moshe, Nasso 11:6",Chullin 91b,18,24,Chullin 91b:16,True,7.0,253,34,llm,no
"Sefer HeArukh, Letter Daled 8",Jerusalem Talmud Shekalim,226,2,Jerusalem Talmud Shekalim 2:5:5,False,41.0,2,124,high_score,yes
"Bach, Orach Chayim 158:4:1",Chullin 103b:16-117b:5,390,1,Chullin 106a:14,False,2.2,12,44,llm,yes
Melekhet Shelomoh on Mishnah Beitzah 5:1:1,Bekhorot 37a:15-43a:3,214,4,Bekhorot 40a:11,False,6.0,6,23,llm,yes
Likutei Moharan 30:5:4,Deuteronomy 16,22,2,Deuteronomy 16:14,True,2.2,3,13,llm,yes
"Ohr HaTzafun, Shemot, I 2",Psalms 145,21,3,Psalms 145:9,True,4.0,3,4,llm,yes
Melekhet Shelomoh on Mishnah Beitzah 5:1:1,Shabbat 143b:1-148a:4,119,3,Shabbat 146b:11,False,4.0,31,39,llm,yes
"Sefer HeArukh, Letter Daled 8",Yevamot 97,40,2,Yevamot 97a:1,True,3.2,63,46,llm,yes
"Torah Temimah on Torah, Leviticus 27:19:4",Tosafot on Shabbat 128a,8,1,Tosafot on Shabbat 128a:3:2,False,12.0,36,217,high_score,yes
"Mizrachi, Genesis 28:11:6",Tosafot on Chullin 89b:3-103b:15,142,1,Tosafot on Chullin 91b:8:1,True,4.0,7,14,llm,yes
"Noda BiYehudah I, Yoreh Deah 4:7",Pesachim 19b,14,4,Pesachim 19b:12,True,7.0,97,23,llm,yes
"Torah Temimah on Torah, Leviticus 27:19:4",Psalms 105,45,1,Psalms 105:44,True,4.0,2,7,llm,yes
"Mizrachi, Genesis 28:11:6",Bereshit Rabbah,1037,1,Bereshit Rabbah 36:3,False,5.0,102,180,llm,no
"Beit Yosef, Yoreh De'ah 276:2:1",Gittin 54b,19,4,Gittin 54b:14,True,16.0,9,38,high_score,yes
Sforno on Leviticus 26:15:3,Sanhedrin 63b,23,1,Sanhedrin 63b:19,True,12.0,11,22,high_score,yes
"Mizrachi, Genesis 28:11:6",Chullin 89b:3-103b:15,445,3,Chullin 91b:8,False,29.0,18,34,high_score,yes
"Torah Temimah on Torah, Leviticus 27:19:4",Tosafot on Shabbat,1557,2,Tosafot on Shabbat 128a:3:2,False,11.0,553,217,llm,yes
Mishnah Berurah 25:4,Yoma 33b,13,1,Yoma 33b:1,True,4.0,23,43,llm,yes
Tosafot on Yevamot 26b:1:1,Yoma 13a,12,2,Yoma 13a:4,True,4.0,170,36,llm,yes
"Duties of the Heart, Eighth Treatise on Examining the Soul 2:4",Psalms 119,176,2,Psalms 119:5,True,5.0,37,5,llm,yes
"Teshuvot Maharam, Lemberg Edition 484:1",Ketubot 55a,10,1,Ketubot 55a:5,True,4.0,14,6,llm,yes
"Sefer HaTashbetz, Part IV 2:2:7",Ketubot 69b,13,4,Ketubot 69b:12,True,38.0,8,51,high_score,yes
"Sefer HeArukh, Letter Gimel 395",Shabbat 50,37,2,Shabbat 50a:15,True,8.0,5,14,high_score,yes
"Ben Ish Hai, Introduction 13",Sotah 40,26,12,Sotah 40a:9,True,28.0,1,61,high_score,yes
Tosafot Rid on Yoma 79b:1,Sukkah 20b:10-29b:3,202,2,Sukkah 27a:2,False,19.0,80,37,llm,yes
"Teshuvot Maharam, Lemberg Edition 484:1",Shevuot 48a,16,3,Shevuot 48a:11,True,4.0,111,34,llm,yes
Mareh HaPanim on Jerusalem Talmud Berakhot 8:3:2:1,Mishnah Tahorot 4,13,4,Mishnah Tahorot 4:10,True,7.0,11,36,llm,yes
Mareh HaPanim on Jerusalem Talmud Berakhot 8:3:2:1,Mishnah Tahorot 4,13,2,Mishnah Tahorot 4:10,True,2.5,455,36,llm,yes
"Sefer HaTashbetz, Part IV 2:2:7",Ketubot 65b:13-70a:6,128,6,Ketubot 69b:12,False,38.0,24,51,high_score,yes
"Likutei Halakhot, Orach Chaim, Laws of Phylacteries 5:39:1",Isaiah 61,11,1,Isaiah 61:7,True,4.0,49,14,llm,yes
"Likutei Halakhot, Orach Chaim, Laws of Phylacteries 5:39:1",Job 11,20,1,Job 11:6,True,2.5,2,10,llm,yes
"Beit Yosef, Choshen Mishpat 15:4:1",Ketubot 85a,18,1,Ketubot 85a:14,True,7.0,10,38,llm,no
"Likutei Halakhot, Orach Chaim, Laws of Phylacteries 5:39:1",Proverbs 31,31,1,Proverbs 31:21,True,5.0,30,7,llm,yes
"Beit Yosef, Choshen Mishpat 15:4:1",Teshuvot HaRivash 392,8,2,Teshuvot HaRivash 392:8,True,38.0,97,906,llm,yes
"Sulam on Zohar, Bechukotai 29:1",Jeremiah,1364,1,Jeremiah 40:14,False,1.5,1,17,llm,no
Meiri on Shabbat 135a:3,Shabbat 20b:5-36b:2,308,2,Shabbat 23a:7,False,2.1,19,28,llm,no
"Torat HaHiggayon BaHalakhah, VIII; Actuating Cause; Liberating Cause 1:2",Bava Kamma 17b,22,7,Bava Kamma 17b:10,True,8.0,12,54,high_score,yes
"Likutei Halakhot, Orach Chaim, Laws of Phylacteries 5:39:1",Eruvin 53,49,4,Eruvin 53a:6,True,6.0,2,19,llm,yes
"Shenei Luchot HaBerit, Aseret HaDibrot, Taanit, Torah Ohr 3:13",Chagigah 5b,24,2,Chagigah 5b:12,True,6.0,55,33,llm,yes
Teshuvot HaRivash 354:2,Bava Kamma 112b,19,4,Bava Kamma 112b:6,True,8.0,43,40,high_score,yes
Teshuvot HaRivash 354:2,Bava Kamma 111b:1-119b:21,367,4,Bava Kamma 112b:6,False,8.0,30,40,high_score,yes
Rashi on Proverbs 18:5:1,Yoma 87a,17,3,Yoma 87a:2,True,14.0,47,34,high_score,yes
Rashba on Gittin 4a:1,Sanhedrin 28b,28,2,Sanhedrin 28b:19,True,7.0,1,19,llm,yes
"Ohr Zarua, Volume III, Piskei Bava Batra 240:1",Mishnah Gittin,75,9,Mishnah Gittin 2:2,False,21.0,18,32,high_score,yes
"Teshuvot Maharam, Prague Edition 246:1",Bava Batra 132a,12,3,Bava Batra 132a:11,True,5.0,16,22,llm,yes
"Zohar, Vayakhel 11:156",Isaiah 49,26,1,Isaiah 49:3,True,8.0,64,6,llm,yes
"Ralbag Beur HaMilot on Torah, Deuteronomy 11:28:1",Deuteronomy 26:1-29:8,122,9,Deuteronomy 28:15,False,1.4,111,19,llm,yes
"Be'er Mayim Chaim, Numbers 19:12:1",Shabbat 88a,9,1,Shabbat 88a:4,True,2.5,13,27,llm,yes
Mishnat Eretz Yisrael on Mishnah Maaser Sheni 1:4:5,Menachot 82a,14,5,Menachot 82a:5,True,5.0,175,28,llm,yes
"HaKtav VeHaKabalah, Leviticus 4:5:1",Exodus 19,25,1,Exodus 19:12,True,1.4,2,14,llm,yes
Teshuvot HaRivash 354:2,Bava Metzia 17a,24,9,Bava Metzia 17a:8,True,4.0,184,42,llm,yes
Reshimot Shiurim on Sanhedrin 85b:13,Sanhedrin 86a,20,1,Sanhedrin 86a:11,True,4.0,28,4,llm,yes
"Zohar, Introduction 29:235",Genesis 9,29,3,Genesis 9:2,True,9.0,58,17,high_score,yes
"HaKtav VeHaKabalah, Leviticus 4:5:1",Deuteronomy 15,23,2,Deuteronomy 15:7,True,7.0,7,20,llm,yes
"Agra DeKala, Bereshit 52",Sanhedrin 103a,16,2,Sanhedrin 103a:5,True,2.1,2,17,llm,yes
"Zohar Chadash, Midrash Rut 401",Deuteronomy 32,52,1,Deuteronomy 32:9,True,6.0,24,6,llm,yes
Mishnat Eretz Yisrael on Mishnah Kilayim 4:5:5,Shabbat 126b-127a,33,3,Shabbat 126b:16,True,2.4,2,13,llm,yes
"HaKtav VeHaKabalah, Leviticus 4:5:1",Zevachim 25,33,5,Zevachim 25a:8,True,3.0,156,11,llm,yes
"Maggid Mishneh on Mishneh Torah, Forbidden Foods 1:7:1",Chullin 68a:1-78a:4,356,12,Chullin 69a:24,False,11.0,10,23,high_score,yes
Metzudat Zion on Isaiah 17:11:1,Psalms 92,16,1,Psalms 92:13,True,3.0,61,6,auto_approved,yes
"Zohar, Chayei Sara 10:61",Psalms 44,27,1,Psalms 44:23,True,5.0,91,6,llm,yes
"Zohar, Chayei Sara 10:61",Song of Songs 8,14,1,Song of Songs 8:12,True,4.0,99,9,llm,yes
"Beit Yaakov on Torah, Vayigash 24:2",Pirkei Avot 4,22,2,Pirkei Avot 4:17,True,9.0,1,27,high_score,yes
"Zohar, Nasso 23:199",Song of Songs 3,11,1,Song of Songs 3:7,True,5.0,12,9,llm,yes
"Maggid Mishneh on Mishneh Torah, Forbidden Foods 1:7:1",Chullin 69,40,5,Chullin 69b:2,True,4.0,24,21,llm,yes
"Torah Temimah on Torah, Numbers 5:8:8",Bava Kamma 65b,22,2,Bava Kamma 65b:1,True,4.0,251,30,llm,yes
Tosafot HaRosh on Kiddushin 31a:4,Eruvin 95a:22-105a:12,386,8,Eruvin 96a:13,False,8.0,97,38,llm,yes
Tosafot Yeshanim on Yoma 73b:3,Yoma 78b,12,4,Yoma 78b:5,True,6.0,29,28,llm,yes
"HaKtav VeHaKabalah, Leviticus 16:23:1",Yoma 71,34,1,Yoma 71a:8,True,6.0,38,43,llm,no
"HaKtav VeHaKabalah, Leviticus 16:23:1",Isaiah 64,11,1,Isaiah 64:4,True,3.1,555,12,llm,yes
"HaKtav VeHaKabalah, Leviticus 16:23:1",Leviticus 9,24,6,Leviticus 9:22,True,10.0,2,11,high_score,yes
"HaKtav VeHaKabalah, Leviticus 16:23:1",Job 14,22,1,Job 14:10,True,2.7,2,6,llm,yes
Chiddushei HaRadal on Devarim Rabbah 10:2:1,Job 38,41,1,Job 38:11,True,9.0,7,8,high_score,yes
Rosh on Sanhedrin 3:21:1,Ketubot 18b,7,2,Ketubot 18b:3,True,17.0,167,35,llm,yes
"Recanati on the Torah, Bereshit 3",Sefer HaBahir,200,1,Sefer HaBahir 15,True,13.0,9,34,high_score,yes
Rosh on Sanhedrin 3:21:1,Bava Batra 128a,11,10,Bava Batra 128a:9,True,10.0,185,19,llm,yes
"HaKtav VeHaKabalah, Leviticus 16:23:1",Yoma 35b,15,3,Yoma 35b:3,True,14.0,2,30,high_score,yes
Ohr Chadash 8:15:2,Megillah 16b,20,8,Megillah 16b:8,True,55.0,4,42,high_score,yes
Notes by Rabbi Yehoshua Hartman on Gevurot Hashem 61:164,Shabbat 152a,16,4,Shabbat 152a:13,True,18.0,2,42,high_score,yes
Notes by Rabbi Yehoshua Hartman on Gevurot Hashem 67:139,Mesillat Yesharim 13,43,3,Mesillat Yesharim 13:36,True,16.0,69,26,llm,yes
"Darkhei Moshe (Amiel), Derekh HaKodesh, Shmatta 6 1:23",Bava Kamma,4314,2,Bava Kamma 47b:14,False,5.0,23,29,llm,no
B'Mareh HaBazak Volume IX 27:9,Ketubot 11a,16,4,Ketubot 11a:3,True,8.0,52,13,high_score,yes
"Sefer HaMitzvot, Negative Commandments 52:1",Sanhedrin 81b,20,1,Sanhedrin 81b:17,True,5.0,2,46,llm,yes
Tosafot on Gittin 53b:4:1,Bava Kamma 98b,22,16,Bava Kamma 98b:9,True,5.0,90,30,llm,yes
"Sefer HaMitzvot, Negative Commandments 52:1",Deuteronomy 3:23-7:11,122,1,Deuteronomy 7:3,False,4.0,587,9,llm,yes
Maaseh Rokeach on Ownerless Property and Gifts 9:10:1,Bava Batra 137,26,7,Bava Batra 137a:6,True,6.0,150,18,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Shabbat 75,17,1,Shabbat 75b:2,True,5.0,5,58,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Chullin 103b:16-117b:5,390,8,Chullin 112a:5,False,15.0,43,49,high_score,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Beitzah 11,37,1,Beitzah 11a:16,True,5.0,13,23,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Menachot 21,36,4,Menachot 21a:18,True,7.0,228,27,llm,yes
"Peninei Halakhah, Days of Awe 7:20:6",Biur Halacha,3468,2,Biur Halacha 298:4:1,False,1.2,310,37,llm,no
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Chullin 113,34,1,Chullin 113a:10,True,9.0,2,46,high_score,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Chullin 112,16,2,Chullin 112b:2,True,5.0,4,27,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Bekhorot 6,46,1,Bekhorot 6b:7,True,4.0,71,11,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Yevamot 122,29,2,Yevamot 122a:2,True,13.0,87,32,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Avodah Zarah 30,27,1,Avodah Zarah 30a:14,True,4.0,142,47,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Menachot 21,36,7,Menachot 21a:5,True,7.0,144,38,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Menachot 17a:16-38a:3,637,15,Menachot 21a:5,False,7.0,158,38,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Chullin 103b:16-117b:5,390,2,Chullin 113a:10,False,9.0,17,46,high_score,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Chullin 117b:6-129b:18,526,4,Chullin 120a:16,False,2.4,152,12,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Chullin 112,16,3,Chullin 112b:6,True,2.5,294,11,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Jerusalem Talmud Nedarim,346,4,Jerusalem Talmud Nedarim 2:4:2,False,8.0,187,85,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Chullin 113,34,13,Chullin 113a:7,True,7.0,2,21,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Pesachim 76,30,5,Pesachim 76a:1,True,6.0,79,22,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Avodah Zarah 76,23,1,Avodah Zarah 76b:2,True,6.0,206,52,llm,no
Petach Einayim on Ketubot 77b:1,Berakhot 61,45,1,Berakhot 61a:27,True,13.0,13,28,high_score,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Avodah Zarah 68,31,9,Avodah Zarah 68b:17,True,6.0,123,35,llm,yes
Petach Einayim on Ketubot 77b:1,Piskei Tosafot on Chagigah,36,1,Piskei Tosafot on Chagigah 14:1,False,13.0,11,13,high_score,yes
"Mechokekei Yehudah; Karnei Ohr, Exodus 12:22:1",Exodus,1210,1,Exodus 39:6,False,1.3,410,12,llm,no
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Makkot 23,38,2,Makkot 23b:2,True,7.0,43,56,llm,yes
"Sefer HeArukh, Letter Peh 178",Mishnah Kelim 29,8,1,Mishnah Kelim 29:1,True,6.0,9,33,llm,yes
"Hegyonot El Ami, Volume I, Rosh Hashanah 17:42",Pesachim 52b,11,1,Pesachim 52b:3,True,19.0,3,38,high_score,yes
Ohr LaYesharim on Jerusalem Talmud Shekalim 7:3:10,Sifrei Zuta,726,1,Sifrei Zuta 6:10:2,False,4.0,221,51,llm,no
Petach Einayim on Ketubot 77b:1,Isaiah 59,21,2,Isaiah 59:5,True,3.7,10,12,llm,yes
"Toldot Yaakov Yosef, Korach 30",Numbers 16:1-18:32,95,7,Numbers 18:32,False,16.0,7,13,high_score,yes
"Shem MiShmuel, Tzav 8:4",Leviticus,859,1,Leviticus 8:30,False,1.2,473,21,llm,no
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Chullin 111,32,7,Chullin 111b:18,True,7.0,7,20,llm,yes
Nachalat Ya'akov on Tractate Gerim 1:1:1,Yevamot 47a,15,4,Yevamot 47a:13,True,18.0,2,36,high_score,yes
"Chafetz Chaim on Sifra, Emor, Chapter 17 13:4",Numbers 25:10-30:1,168,2,Numbers 29:39,False,4.0,33,11,llm,yes
Mishnat Eretz Yisrael on Mishnah Yevamot 8:5:2,Yevamot 20b,18,2,Yevamot 20b:4,True,6.0,87,36,llm,yes
Maaseh Rokeach on Ritual Slaughter 2:1:1,Mishnah Temurah,35,2,Mishnah Temurah 7:4,False,2.3,371,35,llm,yes
Rambam on Mishnah Eduyot 5:5:1,Yevamot 26a:15-35a:11,250,2,Yevamot 26a:15,False,2.3,17,33,llm,yes
Mishnat Eretz Yisrael on Mishnah Yevamot 8:5:2,Yevamot 79b,23,2,Yevamot 79b:13,True,6.0,79,37,llm,yes
"Sefer Mitzvot Gadol, Negative Commandments 137:2",Chullin 111,32,7,Chullin 111b:18,True,7.0,232,20,llm,yes
"Pardes Yosef, Leviticus 19:19:1",Kiddushin 39a,14,2,Kiddushin 39a:8,True,4.0,2,18,llm,yes
"Pardes Yosef, Leviticus 19:19:1",Yoma 67b,16,1,Yoma 67b:9,True,2.2,137,37,llm,yes
"Pardes Yosef, Leviticus 19:19:1",Numbers 11,35,1,Numbers 11:20,True,1.4,113,21,llm,no
Rosh on Sanhedrin 3:21:1,Bava Batra 43a,14,3,Bava Batra 43a:6,True,4.0,484,32,llm,yes
Maaseh Rokeach on Ritual Slaughter 2:1:1,Chullin 85,37,2,Chullin 85b:11,True,4.0,51,20,llm,yes
Maaseh Rokeach on Ritual Slaughter 2:1:1,Kiddushin 57,33,3,Kiddushin 57b:17,True,2.3,68,35,llm,yes
Harchev Davar on Genesis 2:25,I Samuel 19,24,1,I Samuel 19:24,True,5.0,1,18,llm,yes
"Notes by Rabbi Yehoshua Hartman on Derush al HaTorah, Introduction 2:34",Yevamot 61a,13,1,Yevamot 61a:1,True,4.0,42,19,llm,yes
Harchev Davar on Genesis 2:25,Song of Songs,117,3,Song of Songs 8:1,False,14.0,12,13,high_score,yes
